Nombre,Precio,Marca,Categoria,UrlCompra,Imagen
Aromatizante En Cono Great Value Aroma Manzana y Canela - 170 g,1100.0,GREAT VALUE,/Limpieza/Aromatizantes/Aromatizante ambiental/,https://www.walmart.co.cr/aromatizante-en-cono-great-value-aroma-manzana-y-canela-170-g,https://walmartcr.vteximg.com.br/arquivos/ids/752729/46683_01.jpg?v=638654989512230000
Semillas Mixtas Great Value Bote - 765 g,8250.0,GREAT VALUE,/Abarrotes/Snacks y Fruta Seca/Nueces y Almendras/,https://www.walmart.co.cr/semillas-mixtas-great-value-bote-765-g,https://walmartcr.vteximg.com.br/arquivos/ids/934904/46685_01.jpg?v=638839584080670000
Sodiet Oliva Seed -6uds/36g,1880.0,SEED,/Abarrotes/Galletas/Galletas de Avena y Cereal/,https://www.walmart.co.cr/galleta-seed-integral-sodiet-oliva-36gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/619069/Sodiet-Oliva-Seed-6uds-36g-1-71140.jpg?v=638526049934600000
"Fiesta Pack Banquete Salsa Tomate Ketchup, Mayonesa Limón Y Mostaza Doypack - 985g",1980.0,BANQUETE,"/Abarrotes/Salsa, Aderezos y Vinagre/Cátsup y Mostaza/",https://www.walmart.co.cr/salsa-banquete-ahorro-pack-mayonesa-ketchup-mostaza-985gr,https://walmartcr.vteximg.com.br/arquivos/ids/586762/Fiesta-Pack-Banquete-Salsa-Tomate-Ketchup-Mayonesa-Lim-n-Y-Mostaza-Doypack-985g-1-70781.jpg?v=638484037145170000
Detergente En Polvo Fort3 Frescura Natural - 1000g,1350.0,FORT 3,/Limpieza/Detergente/Detergente en polvo/,https://www.walmart.co.cr/detergente-fort3-frescura-natural-1000gr,https://walmartcr.vteximg.com.br/arquivos/ids/433022/Detergente-En-Polvo-Marca-Fort3-Frescura-Natural-1000g-1-69798.jpg?v=638276675098500000
Desinfectante Multiusos Lysol Doypack -500ml,1950.0,LYSOL,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/lysol-invisi-woman-multiuuso-dp-500ml,https://walmartcr.vteximg.com.br/arquivos/ids/527989/Desinfectante-Multiusos-Lysol-Doypack-500ml-1-69727.jpg?v=638419242631130000
Galleta wafle Tosh piña yogurt 8 pack - 201.6 g,2540.0,TOSH,/Abarrotes/Galletas/Galletas Integrales/,https://www.walmart.co.cr/yogurt-tosh-wafer-pina-201gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/494808/Yogurt-Tosh-Wafer-Pi-a-201Gr-1-70012.jpg?v=638398284232800000
"Arroz Indiana 99,5% grano entero - 6500 g",4900.0,INDIANA,"/Abarrotes/Arroz, Frijol y Semillas/Arroz/",https://www.walmart.co.cr/arroz-indiana-99-5--grano-entero-6500-g,https://walmartcr.vteximg.com.br/arquivos/ids/536376/Arroz-Indiana-99-5-Grano-Entero-6500gr-1-69991.jpg?v=638422924112500000
Suavizante De Telas Great Value Aroma Dulce Abrazo - 720ml,790.0,GREAT VALUE,/Limpieza/Suavizante/Suavizante Regular/,https://www.walmart.co.cr/suavizante-great-value-doypack-dulce-abrazo-720ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/585799/Suavizante-Great-Value-Dulce-Abrazo-720ml-1-69987.jpg?v=638483062122830000
Suavizante De Telas Great Value Aroma Primavera - 720ml,790.0,GREAT VALUE,/Limpieza/Suavizante/Suavizante Regular/,https://www.walmart.co.cr/suavizante-great-value-doypack-primavera-720ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/603260/Suavizante-De-Telas-Great-Value-Aroma-Primavera-720ml-1-69986.jpg?v=638503800995570000
Lavaplato Crema Irex Carbón Activado - 1kg,1230.0,IREX,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplato-irex-carbon-activado-1kg,https://walmartcr.vteximg.com.br/arquivos/ids/433875/Lavaplato-Crema-Irex-Carb-n-Activado-1kg-1-69779.jpg?v=638277648346230000
Cereal Komplete con pasas kelloggs - 420 g,2500.0,KELLOGGS,/Abarrotes/Cereales y Barras/De Fibra y Light/,https://www.walmart.co.cr/cereal-komplete-con-pasas-kelloggs-420-g,https://walmartcr.vteximg.com.br/arquivos/ids/929653/43732_01.jpg?v=638833116117070000
Bolsa Kanguro Heavy Duty Naranja Gt,2320.0,KANGURO,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/bolsa-kanguro-heavy-duty-naranja-gt-4,https://walmartcr.vteximg.com.br/arquivos/ids/527984/Bolsa-Kanguro-Heavy-Duty-Naranja-Gt-1-69523.jpg?v=638419242608270000
Minibarrita Marisela Fresa - 312 g,1330.0,MARINELA,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/minibarrita-marisela-fresa-312-g,https://walmartcr.vteximg.com.br/arquivos/ids/773612/43569_01.jpg?v=638671404158130000
Café Rey Tradicional Molido Tueste Medio - 1000 g,5780.0,REY,"/Abarrotes/Café, Té y Sustitutos/Café Molido/",https://www.walmart.co.cr/cafe-rey-puro-molido-tradicional-1000-gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/884828/43567_01.jpg?v=638768793649900000
Cereal  Kellogg's Komplete Manzana Pasas - 440 g,2550.0,KELLOGGS,/Abarrotes/Cereales y Barras/De Fibra y Light/,https://www.walmart.co.cr/cereal-komplete-manzana-pasas-440-gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/929585/43520_01.jpg?v=638833110257570000
Cereal Komplete Almendras de Kelloggs - 390 g,2470.0,KELLOGGS,/Abarrotes/Cereales y Barras/De Fibra y Light/,https://www.walmart.co.cr/cereal-komplete-almendras-de-kelloggs-390-g,https://walmartcr.vteximg.com.br/arquivos/ids/914006/43519_01.jpg?v=638809821168430000
Té ManzaTé Jengibre Cúrcuma 20 Unidades -  26 g,1410.0,MANZA TE,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/te-manzate-jengibre-curcuma-20-unidades-26-g,https://walmartcr.vteximg.com.br/arquivos/ids/698993/43491_01.jpg?v=638611722285330000
Infusión  Manza Té frutas mixto - 26 g,1350.0,MANZA TE,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/infusion-manza-te-frutas-mixtos-20-unidades-4,https://walmartcr.vteximg.com.br/arquivos/ids/536344/Infusi-n-Frutas-Mixto-Manza-T-26gr-1-69334.jpg?v=638422923921800000
Suavizante De Telas Great Value Aroma Primavera - 10Lt,9240.0,GREAT VALUE,/Limpieza/Suavizante/Suavizante Regular/,https://www.walmart.co.cr/suavizante-great-value-primavera-10000-ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/752653/43478_01.jpg?v=638654988262770000
Suavizante De Telas Great Value Aroma Dulce Abrazo - 2Lt,2100.0,GREAT VALUE,/Limpieza/Suavizante/Suavizante Regular/,https://www.walmart.co.cr/suavizante-great-value-dulce-abrazo-2000-ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/826016/43476_01.jpg?v=638709277649870000
Toallitas Desinfectantes Clorox Paquete - 60Uds,2600.0,CLOROX,/Limpieza/Limpieza del hogar/Toallitas Desinfectantes/,https://www.walmart.co.cr/toallitas-clorox-desinfectante-exp-flowpack-60-unid,https://walmartcr.vteximg.com.br/arquivos/ids/828912/42852_01.jpg?v=638711747938770000
Toallas Femeninas Saba Invisible Buenos Días Delgada Flujo Moderado Con Alas - 32 Uds,3210.0,SABA,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/toalla-saba-invisible-con-alas-32-unidades-2,https://walmartcr.vteximg.com.br/arquivos/ids/941420/42775_01.jpg?v=638847933020600000
Detergente Rinso multipoder antibacterial -  2.3 kg,2500.0,RINSO,/Limpieza/Detergente/Detergente en polvo/,https://www.walmart.co.cr/detergente-rinso-multipoder-antibacterial-2-3-kg,https://walmartcr.vteximg.com.br/arquivos/ids/836833/42668_01.jpg?v=638721231204900000
"Lavadora Durabrand twin tub, capacidad 16 kg DBWM16",189900.0,DURABRAND,/Electrónica/Línea Blanca/Lavadoras y Secadoras/,https://www.walmart.co.cr/lavadora-durabrand-twin-tub-16-kg,https://walmartcr.vteximg.com.br/arquivos/ids/769193/42650_01.jpg?v=638665290039930000
Secadora A Gas Whirlpool - 19kg,309900.0,WHIRLPOOL,/Electrónica/Línea Blanca/Lavadoras y Secadoras/,https://www.walmart.co.cr/secadora-whirlpool-blanca-gas-19kg,https://walmartcr.vteximg.com.br/arquivos/ids/307950/Secadora-Whirlpool-Blanca-Gas-19kg-1-68410.jpg?v=637871998523930000
Pasta Dental Colgate Total 12 Encías Reforzadas -150 ml,3780.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Pasta dental/,https://www.walmart.co.cr/crema-colgat-total-encias-saludable150ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/832682/42442-01.jpg?v=638715451585870000
Salchicha Gwaltney Hot Dog - 454 g,2440.0,GWALTNEY,/Embutidos/Carnes frías/Otros Embutidos/,https://www.walmart.co.cr/salchicha-gwaltney-hot-dog-454-g,https://walmartcr.vteximg.com.br/arquivos/ids/344405/Salchicha-Gwalney-Hot-Dog-Big-Bunlength-16Oz-1-68279.jpg?v=637998035238570000
Camarón Marketside Cocido Mediano - 454 g,5900.0,MARKETSIDE,/Carnes y Pescados/Mariscos y Pescados/Camarones y mariscos/,https://www.walmart.co.cr/camaron-cocido-marketside-mediano-454-gramos,https://walmartcr.vteximg.com.br/arquivos/ids/941119/42419_01.jpg?v=638847888144500000
Infusión Manza Té frutos rojos 20 Uds - 26 g,1350.0,MANZA TE,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/infusion-frutos-rojos-manza-te-26g-20u-4,https://walmartcr.vteximg.com.br/arquivos/ids/361500/Infusion-Frutos-Rojos-Manza-Te-26G-20U-1-68258.jpg?v=638036161199900000
Galleta Chocowow Dulce Chispas 6 Unidades - 216 g,1140.0,CHOCOWOOW,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/galleta-chocowow-dulce-chispas-6-unidades-216-g,https://walmartcr.vteximg.com.br/arquivos/ids/912850/42385_01.jpg?v=638809716317770000
Gimnasio Athletic Works para entrenamiento físico 97 Lb,159900.0,ATHLETIC WORKS,/Deportes/Artículos deportivos/Entrenamiento Físico/,https://www.walmart.co.cr/gimnasio-athletic-works-97-lb-2,https://walmartcr.vteximg.com.br/arquivos/ids/819457/42315-01.jpg?v=638704021620230000
"Menudos De Pollo, Precio indicado por Kilo",750.0,DON CRISTOBAL,/Carnes y Pescados/Pollo y Pavo/Pollo/,https://www.walmart.co.cr/menudos-pollo-kg-2-2,https://walmartcr.vteximg.com.br/arquivos/ids/605821/Menudos-De-Pollo-Precio-indicado-por-Kilo-1-58461.jpg?v=638509523410400000
"Pan Bimbo hojaldres empacados, 8 uds - 400 g",2480.0,BIMBO,/Panadería y tortillería/Pan Dulce/Empacados/,https://www.walmart.co.cr/croissant-8pack-bimbo-400gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/503783/Croissant-8Pack-Bimbo-400Gr-1-65321.jpg?v=638415039732970000
Zesta Gde Blanca De Agarradera Roll 20U,1240.0,ZESTA,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/zesta-gde-blanca-de-agarradera-roll-20u,https://walmartcr.vteximg.com.br/arquivos/ids/479416/Zesta-Gde-Blanca-De-Agarradera-Roll-20U-1-64686.jpg?v=638366639659000000
Chocolate Hershey's caramel filled sugar free - 85 g,2850.0,HERSHEY'S,/Abarrotes/Dulces y Chocolates/Sin Azúcar/,https://www.walmart.co.cr/chocolate-hersheys-caram-sugar-free-85gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/601481/Chocolate-Hersheys-Caram-Sugar-Free-85Gr-1-59737.jpg?v=638502610770200000
Lentejas Toños en lata - 425 g,1080.0,TOÑOS,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/lentejas-toños-en-lata-425-g-,https://walmartcr.vteximg.com.br/arquivos/ids/508197/Lentejas-To-os-425G-1-57039.jpg?v=638416007670200000
Quinoa andean Valley real orgánica - 300 g,2560.0,ANDEAN VALLEY,"/Abarrotes/Arroz, Frijol y Semillas/Leguminosas/",https://www.walmart.co.cr/quinoa-andean-valley-real-organica-300gr,https://walmartcr.vteximg.com.br/arquivos/ids/601526/Quinoa-Andean-Valley-Real-Organica-300Gr-1-50418.jpg?v=638502610989900000
Lavaplatos Líquido Axión Toque De Crema Aloe Y Vitamina E - 640ml,1550.0,AXION,/Limpieza/Lavaplatos/Lavaplatos líquido/,https://www.walmart.co.cr/lavaplatos-l-quido-axion-aloe-y-vitamina-e-640ml,https://walmartcr.vteximg.com.br/arquivos/ids/884881/31428_01.jpg?v=638768923421370000
Culantro castilla Especias Escazú hoja molida - 15 g,800.0,ESCAZU,/Abarrotes/Especias y Sazonadores/Especias/,https://www.walmart.co.cr/escazu-culantro-en-hoja-15gr,https://walmartcr.vteximg.com.br/arquivos/ids/503495/Especias-Escazu-Culantro-En-Hoja-15gr-1-55591.jpg?v=638415038148400000
Mini Chocolate Tutto Sin Azúcar - 90 g,3240.0,TUTTO,/Abarrotes/Dulces y Chocolates/Chocolates/,https://www.walmart.co.cr/mini-chocolate-tutto-sin-azucar-90-g,https://walmartcr.vteximg.com.br/arquivos/ids/937890/29966_01.jpg?v=638845158205570000
Queso La Granja rallado sabor mozzarella - 225 g,1450.0,DOS PINOS,/Lácteos/Queso/Queso Mozzarella/,https://www.walmart.co.cr/queso-la-granja-rallado-sabor-mozzarella-225-g,https://walmartcr.vteximg.com.br/arquivos/ids/936362/29758_01.jpg?v=638841762023900000
Tortillas Sabemas de Maíz Gruesas - 560 g,1470.0,SABEMAS,/Panadería y tortillería/Tortillería/Tortillas de Maíz/,https://www.walmart.co.cr/tortillas-sabemas-de-maiz-gruesas-560-g,https://walmartcr.vteximg.com.br/arquivos/ids/930024/29716_01.jpg?v=638834013192270000
Galleta Sanissimo Salmas Chia Y Linaza 8 Paquetes - 144 g,1280.0,SANISSIMO,/Abarrotes/Galletas/Galletas Saladas/,https://www.walmart.co.cr/galleta-sanissimo-salmas-chia-y-linaza-8-paquetes-144-g,https://walmartcr.vteximg.com.br/arquivos/ids/508148/Salma-Chia-Linaza-144gr-1-56675.jpg?v=638416007454230000
Lavaplatos Supermax Con Avena- 850 g,870.0,SUPERMAX,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplatos-supermax-con-avena-850-g,https://walmartcr.vteximg.com.br/arquivos/ids/752619/28937_01.jpg?v=638654987826430000
Cereal Vitalisimo Multicereal Chocolate y Avellana -450g,3010.0,VITALISSIMO,/Abarrotes/Cereales y Barras/De Fibra y Light/,https://www.walmart.co.cr/vitalisimo-multicerea-choc-y-avell-450gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/297973/Vitalisimo-Multicerea-Choc-Y-Avell-450Gr-1-40059.jpg?v=637834414376730000
Bebida gaseosa Fanta naranja sin azúcar - 2.5 L,1600.0,FANTA,/Jugos y Bebidas/Gaseosas/Light y Sin Azúcar/,https://www.walmart.co.cr/bebida-gaseosa-fanta-naranja-sin-azucar-2-5-l,https://walmartcr.vteximg.com.br/arquivos/ids/466680/Gaseosa-Fanta-naranja-sin-az-car-2-5L-1-55023.jpg?v=638330998451900000
"Jabón Para Biberones Alba Babies, Biodegradable, Natural, Elimina Bacterias Y Lava Vegetales Y Frutas -600ml",3240.0,ALBA,/Limpieza/Lavaplatos/Lavaplatos líquido/,https://www.walmart.co.cr/jabon-para-biberones-alba-babies,https://walmartcr.vteximg.com.br/arquivos/ids/401995/Jab-n-Para-Biberones-Marca-Alba-Babies-Biodegradable-Natural-Elimina-Bacterias-Y-Lava-Vegetales-Y-Frutas-600ml-1-39609.jpg?v=638197405239230000
Sopa Maggi De Pollo Con Fideos Libre de Gluten sobre - 55g,420.0,MAGGI,/Abarrotes/Alimentos Instantáneos/Pasta y Sopa Instantánea/,https://www.walmart.co.cr/maggi-sopa-de-pollo-con-fideos-libre-de-gluten-sobre-57g,https://walmartcr.vteximg.com.br/arquivos/ids/421704/Sopa-marca-Maggi-Pollo-Con-Fideos-Libre-de-Gluten-sobre-55g-1-55021.jpg?v=638251727963230000
"Cepillo de Dientes Colgate Smiles Minions, 2 Pack -6+ Años",3320.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Higiene bucal para niños/,https://www.walmart.co.cr/cepillo-dental-colgate-smiles-minions-6-anos-2pack,https://walmartcr.vteximg.com.br/arquivos/ids/857456/25935_01.jpg?v=638743782656800000
Olla arrocera Black + Decker capacidad 20 tazas,21900.0,BLACK+DECKER,/Electrónica/Electrodomésticos/Freidoras y ollas eléctricas/,https://www.walmart.co.cr/black-a-decker-olla-arrocera-20-tazas,https://walmartcr.vteximg.com.br/arquivos/ids/911575/25738_01.jpg?v=638805942020800000
Potasa Desatorador Adarga -300gr,1260.0,ADARGA,/Limpieza/Limpieza del hogar/Destapacaños/,https://www.walmart.co.cr/potasa-desatorador-adarga,https://walmartcr.vteximg.com.br/arquivos/ids/461593/Potasa-Desatorador-Adarga-300gr-1-38756.jpg?v=638322146041330000
Cereal Vitalisimo Multicereal Chocolate y Avellana -450g,3010.0,VITALISSIMO,/Abarrotes/Cereales y Barras/De Fibra y Light/,https://www.walmart.co.cr/vitalisimo-multicerea-choc-y-avell-450gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/297973/Vitalisimo-Multicerea-Choc-Y-Avell-450Gr-1-40059.jpg?v=637834414376730000
Bebida gaseosa Fanta naranja sin azúcar - 2.5 L,1600.0,FANTA,/Jugos y Bebidas/Gaseosas/Light y Sin Azúcar/,https://www.walmart.co.cr/bebida-gaseosa-fanta-naranja-sin-azucar-2-5-l,https://walmartcr.vteximg.com.br/arquivos/ids/466680/Gaseosa-Fanta-naranja-sin-az-car-2-5L-1-55023.jpg?v=638330998451900000
"Jabón Para Biberones Alba Babies, Biodegradable, Natural, Elimina Bacterias Y Lava Vegetales Y Frutas -600ml",3240.0,ALBA,/Limpieza/Lavaplatos/Lavaplatos líquido/,https://www.walmart.co.cr/jabon-para-biberones-alba-babies,https://walmartcr.vteximg.com.br/arquivos/ids/401995/Jab-n-Para-Biberones-Marca-Alba-Babies-Biodegradable-Natural-Elimina-Bacterias-Y-Lava-Vegetales-Y-Frutas-600ml-1-39609.jpg?v=638197405239230000
Sopa Maggi De Pollo Con Fideos Libre de Gluten sobre - 55g,420.0,MAGGI,/Abarrotes/Alimentos Instantáneos/Pasta y Sopa Instantánea/,https://www.walmart.co.cr/maggi-sopa-de-pollo-con-fideos-libre-de-gluten-sobre-57g,https://walmartcr.vteximg.com.br/arquivos/ids/421704/Sopa-marca-Maggi-Pollo-Con-Fideos-Libre-de-Gluten-sobre-55g-1-55021.jpg?v=638251727963230000
"Cepillo de Dientes Colgate Smiles Minions, 2 Pack -6+ Años",3320.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Higiene bucal para niños/,https://www.walmart.co.cr/cepillo-dental-colgate-smiles-minions-6-anos-2pack,https://walmartcr.vteximg.com.br/arquivos/ids/857456/25935_01.jpg?v=638743782656800000
Olla arrocera Black + Decker capacidad 20 tazas,21900.0,BLACK+DECKER,/Electrónica/Electrodomésticos/Freidoras y ollas eléctricas/,https://www.walmart.co.cr/black-a-decker-olla-arrocera-20-tazas,https://walmartcr.vteximg.com.br/arquivos/ids/911575/25738_01.jpg?v=638805942020800000
Potasa Desatorador Adarga -300gr,1260.0,ADARGA,/Limpieza/Limpieza del hogar/Destapacaños/,https://www.walmart.co.cr/potasa-desatorador-adarga,https://walmartcr.vteximg.com.br/arquivos/ids/461593/Potasa-Desatorador-Adarga-300gr-1-38756.jpg?v=638322146041330000
Papel Higiénico Húmedo Scott - 48 Unidades,1340.0,SCOTT,/Limpieza/Papel Higiénico/Empaques de 18 y 12 rollos/,https://www.walmart.co.cr/toalla-humeda-scott-48-und,https://walmartcr.vteximg.com.br/arquivos/ids/651164/24618_01.jpg?v=638580402765700000
Lavaplatos Irex Crema Bicarbonato Ayuda Absorber Olores De Comida Y Grasa - 1000 g,1200.0,IREX,/Limpieza/Lavaplatos/Lavaplatos en polvo y en pasta/,https://www.walmart.co.cr/lavaplatos-irex-crema-bicarbonato-ayuda-absorber-olores-de-comida-y-grasa-1000-g,https://walmartcr.vteximg.com.br/arquivos/ids/433863/Lavaplatos-Marca-Irex-Crema-Bicarbonato-Ayuda-Absorber-Olores-De-Comida-Y-Grasa-1000g-1-38283.jpg?v=638277648299230000
Mayonesa Lizano con limón doypack - 190 g,800.0,LIZANO,"/Abarrotes/Salsa, Aderezos y Vinagre/Mayonesa/",https://www.walmart.co.cr/mayonesa-lizano-con-limon-doypack-190-g,https://walmartcr.vteximg.com.br/arquivos/ids/928526/23547_01.jpg?v=638833053247530000
Toallas Femeninas Saba V-Sport Ultradelgada Larga Flujo Abundante - 12 uds,1690.0,SABA,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/toal-saba-sport-ult-delg-larg-16-x-12u-2,https://walmartcr.vteximg.com.br/arquivos/ids/417497/Toallas-Femeninas-Marca-Saba-V-Sport-Ultradelgada-Larga-Flujo-Abundante-12Uds-1-57251.jpg?v=638237470733270000
Cupcake Bimbo sabor vainilla 8 Uds - 320 g,1660.0,BIMBO,/Panadería y tortillería/Pan Dulce/Empacados/,https://www.walmart.co.cr/cup-cake-bimbo-320-gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/508232/8-Pack-Cup-Cake-Bimbo-Vainilla-320gr-1-36328.jpg?v=638416007828100000
"Leche Polvo Pinito Dos Pinos, 3Pack -400g",6080.0,DOS PINOS,/Lácteos/Leche/En Polvo/,https://www.walmart.co.cr/pinito-leche-polvo-3pack-1200gr,https://walmartcr.vteximg.com.br/arquivos/ids/590031/Pinito-Leche-Polvo-3Pack-1200Gr-1-59307.jpg?v=638485439083170000
"Filete De Pollo Sin Piel Nacional ST Don Cristobal, Precio indicado por Kilo",4200.0,DON CRISTOBAL,/Carnes y Pescados/Pollo y Pavo/Pollo/,https://www.walmart.co.cr/filete-suave-sin-piel-pollo-fresco-nac-st-1kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/880956/20054_01.jpg?v=638762858497800000
Manzana Tica Empacado 1 Kilo,1870.0,HORTIFRUTI,/Frutas y Verduras/Frutas/Manzanas y peras/,https://www.walmart.co.cr/manzana-tica-empacado-1-kilo,https://walmartcr.vteximg.com.br/arquivos/ids/273579/Manzana-Tica-Empacado-1-Kilo-1-58182.jpg?v=637763997970730000
Cebolla Great Value En Polvo - 67 g,1110.0,GREAT VALUE,/Abarrotes/Especias y Sazonadores/Especias/,https://www.walmart.co.cr/cebolla-great-value-en-polvo-67-g,https://walmartcr.vteximg.com.br/arquivos/ids/953946/20295_01.jpg?v=638864801381230000
Manzana Hortifruti roja empacada - 1.5 kg,3600.0,HORTIFRUTI,/Frutas y Verduras/Frutas/Manzanas y peras/,https://www.walmart.co.cr/manzana-roja-empacada-1-5kg-10-a-13-unidades-por-kg-aproximadamente-4,https://walmartcr.vteximg.com.br/arquivos/ids/936344/20186_01.jpg?v=638841759144100000
Papel Higiénico Scott Rindemax Doble Hoja - 6 Rollos,2500.0,SCOTT,/Limpieza/Papel Higiénico/Empaques de 18 y 12 rollos/,https://www.walmart.co.cr/pap-hig-scott-rindemax-2p-6r-420h-4,https://walmartcr.vteximg.com.br/arquivos/ids/935304/20110_01.jpg?v=638841285015100000
Tortilla Crunch Chips Natural - 500 g,2210.0,CRUNCH,/Abarrotes/Snacks y Fruta Seca/Papas y frituras/,https://www.walmart.co.cr/tortilla-crunch-chips-natural-500gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/880937/19841_01.jpg?v=638762857300970000
Arrollado La Zarcereña dulce de leche - 290 g,1730.0,LA ZARCEREÑA,/Panadería y tortillería/Pan Salado/Pan de Caja/,https://www.walmart.co.cr/arrollado-zarcerena-dulce-leche-290gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/503294/Arrollado-La-Zarcere-a-Dulce-Leche-290gr-1-54958.jpg?v=638415037103900000
Salsa Delga-C ketchup sin azúcar doypack - 400 g,1470.0,PASMO,"/Abarrotes/Salsa, Aderezos y Vinagre/Cátsup y Mostaza/",https://www.walmart.co.cr/salsa-delga-c-tomate-con-azucar-400gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/482578/Salsa-Delga-C-Ketchup-Sin-Az-car-Doypack-400gr-1-37283.jpg?v=638373010875070000
Bolsa Elena para Chorrear Café -unidad,550.0,GEMA,/Artículos para el hogar/Accesorios para cocina/Utensilios de cocina/,https://www.walmart.co.cr/cross-bols-chorr-caf-elena-gde,https://walmartcr.vteximg.com.br/arquivos/ids/951408/19895_01.jpg?v=638859681254400000
Maíz dulce Calvo en grano enlatado - 425 g,575.0,CALVO,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/maiz-dulce-calvo-en-grano-enlatado-425-g,https://walmartcr.vteximg.com.br/arquivos/ids/672631/16385_01.jpg?v=638598612710930000
Bolsa Kanguro K2 Grade Verde 9 unidades,880.0,KANGURO,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/bolsa-kanguro-k2-gde-verde-9u-4,https://walmartcr.vteximg.com.br/arquivos/ids/206247/Bolsa-Kanguro-K2-Gde-Verde-9U-1-56704.jpg?v=637587873537430000
Ventilador Durabrand FS45G 3 de pie 18 pulgadas,14900.0,DURABRAND,/Electrónica/Electrodomésticos/Aires Acondicionados y Ventiladores/,https://www.walmart.co.cr/ventilador-durabrand-pie-75-watts-18-pulgadas,https://walmartcr.vteximg.com.br/arquivos/ids/880715/14343_01.jpg?v=638762146394230000
Enjuague Listerine Cool - 360ml,4530.0,LISTERINE,/Higiene y Belleza/Cuidado Bucal/Enjuague bucal/,https://www.walmart.co.cr/enjuague-listerine-cool-360ml,https://walmartcr.vteximg.com.br/arquivos/ids/942112/13087_01.jpg?v=638851407138770000
Ventilador Durabrand metálico De Piso - 20 Pulgadas,28500.0,DURABRAND,/Electrónica/Electrodomésticos/Aires Acondicionados y Ventiladores/,https://www.walmart.co.cr/ventilador-durabrand-metalico-piso-20-pulgadas,https://walmartcr.vteximg.com.br/arquivos/ids/522624/Ventilador-Durabrand-Metalico-De-Piso-20-Pulgadas-1-44509.jpg?v=638418926492900000
Ducha Lorenzetti Maxi Ultra 127v 5500w modelol 7537641 - unidad,18610.0,LORENZETTI,/Artículos para el hogar/Ferretería/Baño y Plomería/,https://www.walmart.co.cr/ducha-lorenzetti-maxi-ultra-blanca-127v-4,https://walmartcr.vteximg.com.br/arquivos/ids/950736/13936_01.jpg?v=638859651812500000
Toallitas Desinfectantes Clorox Paquete -30Uds,1700.0,CLOROX,/Limpieza/Limpieza del hogar/Toallitas Desinfectantes/,https://www.walmart.co.cr/toallita-clorox-desinfectante-exp-flowpack-30-unidades,https://walmartcr.vteximg.com.br/arquivos/ids/843556/19012_01.jpg?v=638731693347200000
Desinfectante Tronex frescura limón - 3785ml,2900.0,TRONEX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-tronex-frescura-limon-3785ml,https://walmartcr.vteximg.com.br/arquivos/ids/837574/16532_01.jpg?v=638721362281770000
Desinfectante Supermax Lavanda 5000Ml,2930.0,SUPERMAX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-supermax-lavanda-5000ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/792310/13789_01.jpg?v=638684018121100000
