Nombre,Precio,Marca,Categoria,UrlCompra,Imagen
Galletas Chiky Pozuelo Surtido -320g,1470.0,CHIKY,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/galleta-chiky-surtida-320gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/428906/Galletas-Chiky-marca-Pozuelo-Surtido-320g-1-74709.jpg?v=638271059608100000
"Jugos Néctar De Frutas Dos Pinos Bienestar Light, Sin Azúcar Añadido 6 Pack - 200ml",1490.0,DOS PINOS,/Jugos y Bebidas/Jugos y Néctares/Néctar/,https://www.walmart.co.cr/6-pack-nectar-dos-pinos-light-surtido-200ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/430012/Jugos-N-ctar-De-Frutas-Marca-Dos-Pinos-Bienestar-Light-Sin-Az-car-A-adido-6-Pack-200ml-1-74431.jpg?v=638272248899870000
Protectores Saba Diarios Delicate Largos - 50 Unidades,1610.0,SABA,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/protectores-diarios-saba-largos-50unidades,https://walmartcr.vteximg.com.br/arquivos/ids/941415/48258_01.jpg?v=638847918134500000
Jugo  Del Monte Néctar Goodliving 6 pack - 160 ml,1160.0,DEL MONTE,/Jugos y Bebidas/Jugos y Néctares/Néctar/,https://www.walmart.co.cr/6-pack-nectar-del-monte-good-living-960ml,https://walmartcr.vteximg.com.br/arquivos/ids/508275/6-Pack-Nectar-Del-Monte-Good-Living-960ml-1-74139.jpg?v=638416008013300000
Atún Sardimar Vegetales Light - 140 g,1730.0,SARDIMAR,/Abarrotes/Enlatados y Conservas/Atún y Pescado/,https://www.walmart.co.cr/atun-sardimar-vegetales-light-140-g,https://walmartcr.vteximg.com.br/arquivos/ids/784193/48055_01.jpg?v=638678481113100000
Lavadora Whirlpool WW20BTAHLA Carga Superior - 20kg,425900.0,WHIRLPOOL,/Electrónica/Línea Blanca/Lavadoras y Secadoras/,https://www.walmart.co.cr/lavadora-whirlpool-ww20btahla-carga-superior-20kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/916303/47499_01.jpg?v=638814660150770000
Servilletas de papel Nevax practicas más suaves más grandes 100 Uds - 139 g,720.0,NEVAX,/Limpieza/Desechables/Servilletas/,https://www.walmart.co.cr/servilletas-de-papel-nevax-practicas-mas-suaves-mas-grandes-100-uds-139-g,https://walmartcr.vteximg.com.br/arquivos/ids/841710/46959_01.jpg?v=638727341032930000
Galletas Artesanas Coco - 300 g,990.0,ARTESANAS,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/galleta-dulce-artesanas-coco-300gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/933560/46947_01.jpg?v=638838852201730000
"Jengibre Kilo -4 a 7 Unidades Por Kilo. Aproximadamente, Con Tamaños Entre 6 Cm A 24Cm",1552.0,HORTIFRUTI,"/Frutas y Verduras/Verduras/Cebollas, papas y verduras de raíz/",https://www.walmart.co.cr/jenjibre-kilo-4,https://walmartcr.vteximg.com.br/arquivos/ids/530627/Jengibre-Kilo-4-a-7-Unidades-Por-Kilo-Aproximadamente-Con-Tama-os-Entre-6-Cm-A-24Cm-1-72868.jpg?v=638419994426830000
Bebida Del Valle surtido 6 pack - 200 ml,1040.0,DEL VALLE,/Jugos y Bebidas/Café y Te preparado/Te listo para beber/,https://www.walmart.co.cr/bebida-del-valle-surtido-6-pack-200-ml,https://walmartcr.vteximg.com.br/arquivos/ids/497429/Bebida-Del-Valle-6-pack-Surtido-200ml-1-72803.jpg?v=638407246184800000
"Guacamole Marketside, Mezcla De Aguacate, Vegetales Y Especias -300g",2100.0,HORTIFRUTI,/Frutas y Verduras/Verduras/Ensaladas y empacados/,https://www.walmart.co.cr/guacamole-hortifruti-300gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/550196/Guacamole-Marketside-Mezcla-De-Aguacate-Vegetales-Y-Especias-300g-1-71420.jpg?v=638445262199870000
Aromatizante Great Value en Cono Aroma Cítrico - 170 g,1100.0,GREAT VALUE,/Limpieza/Aromatizantes/Aromatizante ambiental/,https://www.walmart.co.cr/aromatizante-great-value-en-cono-aroma-citrico-170-g,https://walmartcr.vteximg.com.br/arquivos/ids/752728/46682_01.jpg?v=638654989506930000
"Detergente Líquido Irex Floral, Antibacterial -3Lt",4600.0,IREX,/Limpieza/Detergente/Detergente líquido/,https://www.walmart.co.cr/detergente-irex-liquido-floral-3000ml,https://walmartcr.vteximg.com.br/arquivos/ids/936018/46666_01.jpg?v=638841708096970000
"Pasta Dental Colgate Doble Frescura, 3 Pack -150 ml",7360.0,COLGATE,/Higiene y Belleza/Cuidado Bucal/Pasta dental/,https://www.walmart.co.cr/3-pack-crema-dental-colgate-doble-frescura-450ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/605345/Pasta-Dental-Colgate-Doble-Frescura-3-Pack-150-ml-1-71251.jpg?v=638508767338900000
Jabón San Luis de Lavandería Azul - 200 g,680.0,SAN LUIS,/Limpieza/Jabón de lavandería/Jabón de Barra/,https://www.walmart.co.cr/jabon-san-luis-barra-200gr,https://walmartcr.vteximg.com.br/arquivos/ids/689813/45236_01.jpg?v=638609140956100000
Papel Aluminio Diamond 16 SQ,860.0,DIAMOND,/Limpieza/Desechables/Papel aluminio y adherente/,https://www.walmart.co.cr/papel-aluminio-diamond-16sq-4,https://walmartcr.vteximg.com.br/arquivos/ids/261755/Papel-Aluminio-Diamond-16-SQ-1-71230.jpg?v=637739050112400000
Chile Morron Anaranjado Unidad,690.0,HORTIFRUTI,"/Frutas y Verduras/Verduras/Chiles, ajos, y pimientos/",https://www.walmart.co.cr/chile-morron-anaranjado-unidad-3,https://walmartcr.vteximg.com.br/arquivos/ids/817023/45188-01.jpg?v=638702473495200000
Galleta Best cubierto de chocolate con crema de maní 12 pack - 312 g,1680.0,BEST,/Abarrotes/Galletas/Galletas Dulces/,https://www.walmart.co.cr/galleta-cub-choc-best-rell-mani-12u-312g-4,https://walmartcr.vteximg.com.br/arquivos/ids/503483/12-Pack-Galleta-Best-Cubierto-Chocolate-Rellenas-Man-312gr-1-69811.jpg?v=638415038086230000
Papel Higienico Supermax 1P 1000H 16R,6000.0,SUPERMAX,/Limpieza/Papel Higiénico/Empaques de 18 y 12 rollos/,https://www.walmart.co.cr/papel-higienico-supermax-1p-1000h-16r,https://walmartcr.vteximg.com.br/arquivos/ids/527988/Papel-Higienico-Supermax-1P-1000H-16R-1-69977.jpg?v=638419242624970000
Papas Lay's frito lay original - 190 g,2290.0,FRITO-LAY,/Abarrotes/Snacks y Fruta Seca/Papas y frituras/,https://www.walmart.co.cr/papas-fritolay-lays-original-190gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/453963/Papas-Fritolay-Lays-Original-190gr-1-69428.jpg?v=638316095528200000
"Leche Dos Pinos, Choco Almendras y Proteína - 250ml",710.0,DOS PINOS,/Lácteos/Leche/Leche Deslactosada/,https://www.walmart.co.cr/leche-dos-pinos-uht-50-proteina-chocolate-almendra-250-ml-2,https://walmartcr.vteximg.com.br/arquivos/ids/605830/Leche-Dos-Pinos-Choco-Almendras-Prote-na-Descremada-Sin-Lactosa-Y-0-Grasa-250ml-1-69363.jpg?v=638509523449130000
"Detergente líquido Great, Value -10 litros",9180.0,GREAT VALUE,/Limpieza/Detergente/Detergente líquido/,https://www.walmart.co.cr/detergente-liquido-great-value-color-10000-ml,https://walmartcr.vteximg.com.br/arquivos/ids/759513/43498_01.jpg?v=638660971001100000
Yogurt Yes Cremoso Natural - 1000 g,2770.0,YES,/Lácteos/Yogurt/Yogurt Bebible/,https://www.walmart.co.cr/yogurt-yes-cremoso-natural-1000-g,https://walmartcr.vteximg.com.br/arquivos/ids/622164/Yogurt-Yes-Cremoso-Natural-Sin-Az-car-1kg-1-69168.jpg?v=638530802264100000
"Toallas Femeninas Saba, nocturnas, Ultra Invisible Ultradelgada, Flujo Súper Abundante Con Alas - 22 Uds",3600.0,SABA,/Higiene y Belleza/Cuidado Intimo/Toallas y tampones/,https://www.walmart.co.cr/toall-saba-ultra-invisible-nocturna-con-alas-22-uds,https://walmartcr.vteximg.com.br/arquivos/ids/941439/42774_01.jpg?v=638847945223500000
Lavadora Semi Automatica Whirlpool - 16kg,237405.0,WHIRLPOOL,/Electrónica/Línea Blanca/Lavadoras y Secadoras/,https://www.walmart.co.cr/lavadora-whirlpool-semi-automatica-16kg,https://walmartcr.vteximg.com.br/arquivos/ids/352496/Lavadora-carga-superior-16kgs-doble-tina-WLD1625FP-Blanca-1-68468.jpg?v=638013694494030000
"Papel Higiénico Rosal Black Edition, Doble Hoja - 32 Rollos",7035.0,ROSAL,/Limpieza/Papel Higiénico/Empaques de 18 y 12 rollos/,https://www.walmart.co.cr/papel-higienico-rosal-black-2p-350h-32r,https://walmartcr.vteximg.com.br/arquivos/ids/716349/42309_01.jpg?v=638623761512330000
Desodorante Rexona Dama Clinical Expert Classic Barra - 46g,3400.0,REXONA,/Higiene y Belleza/Higiene y cuidado corporal/Desodorante femenino/,https://www.walmart.co.cr/deso-rexona-stick-clinical-exp-clas-46gr,https://walmartcr.vteximg.com.br/arquivos/ids/794217/42296_01.jpg?v=638685269564830000
"Desinfectante Ajax, multiusos, bicarbonato Limón - 1 L",1000.0,AJAX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-multiusos-ajax-bicarbonato-limon-1000-ml,https://walmartcr.vteximg.com.br/arquivos/ids/947457/41875_01.jpg?v=638856947020300000
Toallitas Húmedas Huggies Limpieza Efectiva Desechables - 288 uds,3920.0,HUGGIES,/Bebes y Niños/Pañales y toallitas húmedas/Toallitas húmedas/,https://www.walmart.co.cr/toalla-humeda-huggies-limp-efectiv-288ea,https://walmartcr.vteximg.com.br/arquivos/ids/690548/38259_01.jpg?v=638609148022500000
"Desinfectante Ajax, multiusos, bicarbonato Limón - 1 L",1000.0,AJAX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-multiusos-ajax-bicarbonato-limon-1000-ml,https://walmartcr.vteximg.com.br/arquivos/ids/947457/41875_01.jpg?v=638856947020300000
Toallitas Húmedas Huggies Limpieza Efectiva Desechables - 288 uds,3920.0,HUGGIES,/Bebes y Niños/Pañales y toallitas húmedas/Toallitas húmedas/,https://www.walmart.co.cr/toalla-humeda-huggies-limp-efectiv-288ea,https://walmartcr.vteximg.com.br/arquivos/ids/690548/38259_01.jpg?v=638609148022500000
Tortita Bicentury arroz frutos rojos - 131 g,2900.0,BICENTURY,/Abarrotes/Galletas/Galletas Integrales/,https://www.walmart.co.cr/tortit-bicentury-arroz-fruts-roj-131-2gr,https://walmartcr.vteximg.com.br/arquivos/ids/601522/Tortita-Bicentury-Arroz-Fruts-Roj-131-2Gr-1-61935.jpg?v=638502610972730000
"Yogurt Líquido Dos Pinos Griego Sabor Fresa-Banano, Sin Lactosa, 0% Azúcar Añadido Y Con L-Carnitina - 750ml",3390.0,DOS PINOS,/Lácteos/Yogurt/Yogurt Bebible/,https://www.walmart.co.cr/yogurt-liq-griego-plus-fre-ban-750-ml-2,https://walmartcr.vteximg.com.br/arquivos/ids/429952/Yogurt-L-quido-Marca-Dos-Pinos-Griego-Sabor-Fresa-Banano-Sin-Lactosa-0-Az-car-A-adido-Y-Con-L-Carnitina-750ml-1-51174.jpg?v=638272248653330000
Miel De Abeja La Abejita Pura - 500 g,3300.0,LA ABEJA,/Abarrotes/Mermeladas y Miel/Miel/,https://www.walmart.co.cr/miel-de-abeja-la-abejita-pura-500-g,https://walmartcr.vteximg.com.br/arquivos/ids/361501/Miel-Abeja-La-Avejita-500gr-1-57548.jpg?v=638036161203930000
Garbanzo Del Trópico en lata - 230 g,440.0,DEL TRÓPICO,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/garbanzo-del-trop-csal-230gr-2,https://walmartcr.vteximg.com.br/arquivos/ids/397866/Garbanzo-Del-Tr-pico-230gr-1-42391.jpg?v=638182393026770000
Té Jengibre Limón Miel ManzaTé Caja 20 Unidades - 26 g,1740.0,MANZA TE,"/Abarrotes/Café, Té y Sustitutos/Té Medicinales/",https://www.walmart.co.cr/te-jengibre-limon-miel-manzate-caja-20-unidades-26-g,https://walmartcr.vteximg.com.br/arquivos/ids/361490/T-Jengibre-Lim-n-Miel-ManzaT-Caja-20-Unidades-26gr-1-55949.jpg?v=638036161133800000
Tortilla Sabemas De Maíz Regular - 12Uds,760.0,SABEMAS,/Panadería y tortillería/Tortillería/Tortillas de Maíz/,https://www.walmart.co.cr/tortilla-maiz-sabemas-regular-12u-5,https://walmartcr.vteximg.com.br/arquivos/ids/930154/29717_01.jpg?v=638834016325030000
Maíz Dulce Calvo En Grano Enlatado - 241 g,470.0,CALVO,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/maiz-dulce-calvo-en-grano-enlatado-241-g,https://walmartcr.vteximg.com.br/arquivos/ids/508149/Maiz-Calvo-Dulce-En-Grano-Lata-241gr-1-49562.jpg?v=638416007457370000
Gallo Pinto Mastercook -1 kg,2700.0,MASTERCOOK,/Panadería y tortillería/Comida y Snacks/Platillos preparados/,https://www.walmart.co.cr/gallo-pinto-1kg,https://walmartcr.vteximg.com.br/arquivos/ids/792144/25795_01.jpg?v=638683318466900000
Queso Fresco Dos Pinos Zarcero - 300g,1680.0,ZARCERO,/Lácteos/Queso/Queso Fresco/,https://www.walmart.co.cr/queso-fresco-zarcero-300-gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/769982/24245_01.jpg?v=638666372579270000
Pan Oroweat Cuadrado Grano Entero de Avena y Nuez - 680 g,2370.0,OROWEAT,/Panadería y tortillería/Pan Salado/Pan Tostado/,https://www.walmart.co.cr/pan-oroweat-cuadrado-grano-entero-de-avena-y-nuez-680-g,https://walmartcr.vteximg.com.br/arquivos/ids/881780/20797_01.jpg?v=638763783288570000
Bolsa Centinel Para Alimento 25Unidades,550.0,CENTINEL,/Limpieza/Desechables/Bolsas para Cocina/,https://www.walmart.co.cr/bolsa-centinel-para-alimento-25unidades,https://walmartcr.vteximg.com.br/arquivos/ids/235051/Bolsa-Centinel-Para-Alimento-25Unidades-1-56706.jpg?v=637690885986000000
Pechuga Don Cristóbal de pollo partida empacado - Precio indicado por kilo,2250.0,DON CRISTOBAL,/Carnes y Pescados/Pollo y Pavo/Pollo/,https://www.walmart.co.cr/pechuga-partida-pollo-bandeja-kg,https://walmartcr.vteximg.com.br/arquivos/ids/861537/20053_01.jpg?v=638747977868200000
Refresco Cero Frutas Tropical 3000 Ml,1640.0,TROPICAL,/Jugos y Bebidas/Café y Te preparado/Te listo para beber/,https://www.walmart.co.cr/refresco-cero-frutas-tropical-3000-ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/896191/19966_01.jpg?v=638786091402670000
"Chuleta De Cerdo Especial Marinada Don Cristobal, Precio indicado por Kilo",3370.0,DON CRISTOBAL,/Carnes y Pescados/Cerdo/Carne de Cerdo/,https://www.walmart.co.cr/chuleta-hacienda-especial-cerdo-marinado-1kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/395137/Chuleta-de-cerdo-Especial-Marinado-Don-Cristobal-Kilo-1-58765.jpg?v=638175262357900000
Palitos de queso La Zarcereña artesanales - 140 g,1120.0,LA ZARCEREÑA,/Panadería y tortillería/Pan Salado/Pan de Caja/,https://www.walmart.co.cr/palitos-de-queso-la-zarcereña-artesanales-140-g,https://walmartcr.vteximg.com.br/arquivos/ids/507985/Palitos-La-Zarcere-a-De-Queso-140gr-1-54963.jpg?v=638416006734500000
"Maíz dulce Great Value, grano entero, lata - 425g",680.0,GREAT VALUE,/Abarrotes/Enlatados y Conservas/Vegetales Enlatados/,https://www.walmart.co.cr/maiz-dulce-great-value--grano-entero--lata-425g,https://walmartcr.vteximg.com.br/arquivos/ids/723217/19235_01.jpg?v=638629891708670000
"Limpiador Líquido Pato Desinfectante Para Sanitarios, Acción Profunda Aroma Pino - 500 ml",2950.0,PATO,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/gel-pato-accion-profunda-pino-500ml,https://walmartcr.vteximg.com.br/arquivos/ids/856756/11577_01.jpg?v=638741991368800000
"Caminadora Athletic Works, plegable -2.5hp",237915.0,ATHLETIC WORKS,/Deportes/Artículos deportivos/Entrenamiento Físico/,https://www.walmart.co.cr/caminadora-athletic-works-2-5hp,https://walmartcr.vteximg.com.br/arquivos/ids/758878/16223_01.jpg?v=638660964539470000
Yogurt Yes Griego Sabor Mango sin azúcar - 150 g,910.0,YES,/Lácteos/Yogurt/Yogurt Bebible/,https://www.walmart.co.cr/yogurt-yes-griego-sabor-mango-sin-azucar-150-g,https://walmartcr.vteximg.com.br/arquivos/ids/752580/17745_01.jpg?v=638654987170130000
Desinfectante Tronex Brisa Fresca -3785ml,2940.0,TRONEX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/desinfectante-tronex-brisa-fresca-3785ml,https://walmartcr.vteximg.com.br/arquivos/ids/553037/Desinfectante-Tronex-Brisa-Fresca-3785ml-1-49871.jpg?v=638446668985170000
Refresco Tropical Cero Té Limón Pet - 2.5 L,1420.0,TROPICAL,/Jugos y Bebidas/Jugos y Néctares/Jugo de Frutas/,https://www.walmart.co.cr/te-tropical-limon-cero-pet-2-5ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/896066/18995_01.jpg?v=638786088345700000
Colchón Luxor Tamaño Matrimonial top confort,89900.0,LUXOR,/Artículos para el hogar/Colchones y Blancos/Colchones/,https://www.walmart.co.cr/colch-n-top-confort-matrimonial-luxor,https://walmartcr.vteximg.com.br/arquivos/ids/849240/13826_01.jpg?v=638733279792170000
Chayote Blanco Sazon -1 Unidad,490.0,HORTIFRUTI,"/Frutas y Verduras/Verduras/Cebollas, papas y verduras de raíz/",https://www.walmart.co.cr/chayote-blanco-sazon-unidad-2,https://walmartcr.vteximg.com.br/arquivos/ids/953719/12173_01.jpg?v=638864800064730000
Salsa Kikkoman Soya Reducida Sodio -296ml,3120.0,KIKKOMAN,"/Abarrotes/Salsa, Aderezos y Vinagre/Salsa de Soya y Teriyaki/",https://www.walmart.co.cr/salsa-soya-kikkoman-reducida-sodio-296ml,https://walmartcr.vteximg.com.br/arquivos/ids/951275/12093_01.jpg?v=638859678370570000
Salchicha de Pavo Don Cristobal Light - 380G,2000.0,DON CRISTOBAL,/Embutidos/Carnes frías/Salchichas/,https://www.walmart.co.cr/salchicha-pavo-don-cristobal-light-380g,https://walmartcr.vteximg.com.br/arquivos/ids/530467/Salchicha-de-Pavo-Don-Cristobal-Light-380G-1-50643.jpg?v=638419993601500000
Refresco Tropical Té Frio Limón -3000ml,1450.0,TROPICAL,/Jugos y Bebidas/Café y Te preparado/Te listo para beber/,https://www.walmart.co.cr/tropical-te-frio-limon-3000ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/896150/18828_01.jpg?v=638786091050430000
Colchón Luxor Top Confort Tamaño Individual,75900.0,LUXOR,/Artículos para el hogar/Colchones y Blancos/Colchones/,https://www.walmart.co.cr/luxor-colchon-individual-top-confort,https://walmartcr.vteximg.com.br/arquivos/ids/849241/13449_01.jpg?v=638733279799670000
Bolsa Basura Termoencogibles-Rollo Grande (25X34) Negra -25U,2400.0,TERMOENCOGIBLES,/Limpieza/Desechables/Bolsas para Basura/,https://www.walmart.co.cr/bolsa-termoencogibles-para-basura-negra-rollo-grande-25-unidades,https://walmartcr.vteximg.com.br/arquivos/ids/514093/Bolsa-Basura-Termoencogibles-Rollo-Grande-25X34-Negra-25U-1-40771.jpg?v=638416758974830000
Helado Dos Pinos proteína chocolate con chispas de chocolate - 252 g,2220.0,DOS PINOS,/Alimentos Congelados/Postres Congelados/Helados/,https://www.walmart.co.cr/helado-dos-pinos-proteina-chocolate-con-chispas-de-chocolate-252-g,https://walmartcr.vteximg.com.br/arquivos/ids/818995/13188-01.jpg?v=638704011492570000
Berenjena Hortifruti -unidad,750.0,HORTIFRUTI,"/Frutas y Verduras/Verduras/Cebollas, papas y verduras de raíz/",https://www.walmart.co.cr/berenjena-hortifruti-1unidad,https://walmartcr.vteximg.com.br/arquivos/ids/749429/14439_01.jpg?v=638651537664700000
Posta De Cerdo La Hacienda - 1Kg,2850.0,LA HACIENDA,/Carnes y Pescados/Cerdo/Carne de Cerdo/,https://www.walmart.co.cr/posta-cerdo-hacienda-1kg,https://walmartcr.vteximg.com.br/arquivos/ids/172546/Posta-De-Cerdo-La-Hacienda-1Kg-1-39055.jpg?v=637538949452130000
Pipa Unidad,500.0,HORTIFRUTI,"/Frutas y Verduras/Frutas/Bananos, Papayas y tropicales/",https://www.walmart.co.cr/pipa-unidad,https://walmartcr.vteximg.com.br/arquivos/ids/597175/Pipa-Unidad-1-43245.jpg?v=638496781320300000
"Papel Higiénico Rosal Naranja, Doble Hoja - 6 Rollos",2020.0,ROSAL,/Limpieza/Papel Higiénico/Empaques de 18 y 12 rollos/,https://www.walmart.co.cr/papel-higienico-rosal-naranja-2p-348-hojas-rollos,https://walmartcr.vteximg.com.br/arquivos/ids/831629/18678_01.jpg?v=638714352688870000
Papas Yummi Zibas sabor Miel Mostaza - 200 g,1500.0,TEQUE,/Abarrotes/Snacks y Fruta Seca/Papas y frituras/,https://www.walmart.co.cr/papas-yummi-zibas-sabor-miel-mostaza-200-g,https://walmartcr.vteximg.com.br/arquivos/ids/700047/16783_01.jpg?v=638614972839970000
"Leche Dos Pinos Semidescremada, Enriquecida Con Vitamina A, D, Ácido Fólico Y Hierro 6 Pack - 1Lt",5930.0,DOS PINOS,/Lácteos/Leche/Leche Semi y Descremada/,https://www.walmart.co.cr/6-pack-leche-dos-pinos-semidescrem-6000ml,https://walmartcr.vteximg.com.br/arquivos/ids/405274/6-Pack-Leche-Dos-Pinos-Semidescrem-6000Ml-1-50353.jpg?v=638201076938770000
"Leche Dos Pinos In Line Descremada, 0% Grasa 6 Pack - 1Lt",6610.0,DOS PINOS,/Lácteos/Leche/Leche Semi y Descremada/,https://www.walmart.co.cr/6-pack-leche-dos-pinos-descremada-6000ml,https://walmartcr.vteximg.com.br/arquivos/ids/405275/6-Pack-Leche-Dos-Pinos-Descremada-6000Ml-1-50354.jpg?v=638201076942830000
Manzana Verde - Unidad,420.0,HORTIFRUTI,/Frutas y Verduras/Frutas/Manzanas y peras/,https://www.walmart.co.cr/manzana-verde-unidad-3,https://walmartcr.vteximg.com.br/arquivos/ids/530512/Manzana-Verde-Unidad-1-47449.jpg?v=638419993808200000
Manzana Gala - Unidad,420.0,HORTIFRUTI,/Frutas y Verduras/Frutas/Manzanas y peras/,https://www.walmart.co.cr/manzana-gala-unidad-3,https://walmartcr.vteximg.com.br/arquivos/ids/530482/Manzana-Gala-Unidad-1-47450.jpg?v=638419993664130000
Colchón Jiron Econo Plus Individual Ortopédico,119900.0,JIRON,/Artículos para el hogar/Colchones y Blancos/Colchones/,https://www.walmart.co.cr/jiron-colchon-individual-econo-plus,https://walmartcr.vteximg.com.br/arquivos/ids/941555/14619_01.jpg?v=638851347220930000
Base Para Colchón Jiron Queen,89900.0,JIRON,/Artículos para el hogar/Colchones y Blancos/Protectores y Sábanas/,https://www.walmart.co.cr/jiron-base-queen,https://walmartcr.vteximg.com.br/arquivos/ids/943430/12482_01.jpg?v=638851725203570000
Limpiador Multiusos Ajax Triclorín Con Cloro En Polvo - 600g,1740.0,AJAX,/Limpieza/Limpieza del hogar/Desinfectantes/,https://www.walmart.co.cr/limpiador-en-polvo-ajax-triclorin-regular-600gr,https://walmartcr.vteximg.com.br/arquivos/ids/652436/13951_01.jpg?v=638581226281400000
Colchón Jiron Econo Plus Queen Ortopédico,179900.0,JIRON,/Artículos para el hogar/Colchones y Blancos/Colchones/,https://www.walmart.co.cr/jiron-colchon-queen-econo-plus,https://walmartcr.vteximg.com.br/arquivos/ids/941550/14621_01.jpg?v=638851341032030000
Palitos De Queso Great Value Mozzarella - 340 g,2390.0,GREAT VALUE,/Lácteos/Queso/Más Quesos/,https://www.walmart.co.cr/palitos-de-queso-great-value-mozzarella-340-g,https://walmartcr.vteximg.com.br/arquivos/ids/783717/17112_01.jpg?v=638678451754530000
Jabón Equate Liquido Antibacterial Burbuja Fresh -240 ml,441.0,EQUATE,/Higiene y Belleza/Higiene y cuidado para manos/Jabón líquido/,https://www.walmart.co.cr/jabon-liq-eq-antibact-burbuj-fresh-240ml-4,https://walmartcr.vteximg.com.br/arquivos/ids/951424/16691_01.jpg?v=638859681311930000
Jabón Equate Líquido Antibacterial Fresh -3785ml,3420.0,EQUATE,/Higiene y Belleza/Higiene y cuidado para manos/Jabón líquido/,https://www.walmart.co.cr/jabon-equate-liquido-antibacterial-fresh-3785ml,https://walmartcr.vteximg.com.br/arquivos/ids/833935/16690_01.jpg?v=638718895514900000
Arroz Indiana Precocido 95% Grano Entero - 1000 g,1150.0,INDIANA,"/Abarrotes/Arroz, Frijol y Semillas/Arroz/",https://www.walmart.co.cr/arroz-indiana-precocido-95--grano-entero-1000-g,https://walmartcr.vteximg.com.br/arquivos/ids/834017/18447_01.jpg?v=638718896157900000
Detergente Axion Lavatrastes Líquido Limón - 1.4 L,2750.0,AXION,/Limpieza/Lavaplatos/Lavaplatos líquido/,https://www.walmart.co.cr/lavaplatos-liquido-axion-limon-1-4l,https://walmartcr.vteximg.com.br/arquivos/ids/752567/16604_01.jpg?v=638654987094600000
"Snacks Nutrisnacks Saludable Dulces Y Salados, Surtido 10 Uds - 328g",3680.0,NUTRISNACKS,/Abarrotes/Snacks y Fruta Seca/Papas y frituras/,https://www.walmart.co.cr/lonchera-mixta-snacks-saluda-10pk-328ge,https://walmartcr.vteximg.com.br/arquivos/ids/925473/17337_01.jpg?v=638828973220770000
Lechuga Romana unidad,490.0,HORTIFRUTI,"/Frutas y Verduras/Verduras/Lechugas, espinacas y hojas verdes/",https://www.walmart.co.cr/lechuga-romana-unidad-5,https://walmartcr.vteximg.com.br/arquivos/ids/724217/12759_01.jpg?v=638629901558000000
Linaza Solo Salud molida - 250 g,1100.0,SOLO SALUD,"/Abarrotes/Arroz, Frijol y Semillas/Leguminosas/",https://www.walmart.co.cr/linaza-solo-salud-molida-250-g-,https://walmartcr.vteximg.com.br/arquivos/ids/507924/Linaza-Molida-Solo-Salud-250gr-1-43401.jpg?v=638416006367570000
Atún Tesoro del Mar trocitos con vegetales -140 g,850.0,TESORO DEL MAR,/Abarrotes/Enlatados y Conservas/Atún y Pescado/,https://www.walmart.co.cr/atun-tdm-trocitos-vegetales-140gr-4,https://walmartcr.vteximg.com.br/arquivos/ids/404412/At-n-Tesoro-Del-Mar-Trocitos-Vegetales-140gr-1-57428.jpg?v=638199454945400000
"Posta De Cerdo Don Cristobal, Precio indicado por Kilo",3750.0,DON CRISTOBAL,/Carnes y Pescados/Cerdo/Carne de Cerdo/,https://www.walmart.co.cr/posta-cerdo-hacienda-1kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/939577/87_01.jpg?v=638847732040500000
Queso americano Kraft singles 12 uds - 226 g,2500.0,KRAFT,/Lácteos/Queso/Queso Americano/,https://www.walmart.co.cr/queso-kraft-americano-12-rebanadas-226gr,https://walmartcr.vteximg.com.br/arquivos/ids/775235/75_01.jpg?v=638672270521370000
"Bistec De Cerdo Don Cristobal, Empacado, Precio indicado por Kilo",3550.0,DON CRISTOBAL,/Carnes y Pescados/Cerdo/Carne de Cerdo/,https://www.walmart.co.cr/bistec-cerdo-don-cristobal-empacado-1kg-2,https://walmartcr.vteximg.com.br/arquivos/ids/352170/Bistec-De-Cerdo-Don-Cristobal-Empacado-1Kg-1-30464.jpg?v=638013045953400000
